epoch	loss	prec1	prec5	lr
60	0.4655229151248932	85.94268798828125	94.26847839355469	0.00010000000000000003
61	0.43897801637649536	86.72700500488281	94.50980377197266	0.00010000000000000003
62	0.4298103451728821	86.72700500488281	94.87179565429688	0.00010000000000000003
63	0.4441983103752136	86.18401336669922	95.26395416259766	0.00010000000000000003
64	0.4378335773944855	86.7873306274414	94.99246215820312	0.00010000000000000003
65	0.4512949287891388	86.75716400146484	94.75113677978516	0.00010000000000000003
66	0.42557328939437866	86.63650512695312	94.69080352783203	0.00010000000000000003
67	0.4312438666820526	87.0889892578125	94.99246215820312	0.00010000000000000003
68	0.4405338168144226	86.66667175292969	94.75113677978516	0.00010000000000000003
69	0.4560832381248474	85.97285461425781	94.47964477539062	0.00010000000000000003
70	0.4574759006500244	85.88235473632812	94.69080352783203	0.00010000000000000003
71	0.4304831326007843	86.63650512695312	95.2337875366211	0.00010000000000000003
72	0.4264557957649231	86.93816375732422	94.96229553222656	0.00010000000000000003
