epoch	batch	iter	loss	prec1	prec5	lr
60	1	3069	0.3133571147918701	89.0625	96.875	0.00010000000000000003
60	2	3070	0.36985722184181213	89.0625	96.875	0.00010000000000000003
60	3	3071	0.5026015639305115	87.5	95.3125	0.00010000000000000003
60	4	3072	0.6394197344779968	76.5625	90.625	0.00010000000000000003
60	5	3073	0.5230966806411743	81.25	90.625	0.00010000000000000003
60	6	3074	0.22438134253025055	93.75	95.3125	0.00010000000000000003
60	7	3075	0.3858228325843811	89.0625	95.3125	0.00010000000000000003
60	8	3076	0.49114614725112915	87.5	92.1875	0.00010000000000000003
60	9	3077	0.7168499231338501	76.5625	93.75	0.00010000000000000003
60	10	3078	0.6031531691551208	81.25	90.625	0.00010000000000000003
60	11	3079	0.9011615514755249	73.4375	84.375	0.00010000000000000003
60	12	3080	0.6049098372459412	79.6875	90.625	0.00010000000000000003
60	13	3081	0.32585689425468445	92.1875	98.4375	0.00010000000000000003
60	14	3082	0.40125542879104614	89.0625	96.875	0.00010000000000000003
60	15	3083	0.48543041944503784	84.375	93.75	0.00010000000000000003
60	16	3084	0.32504233717918396	90.625	95.3125	0.00010000000000000003
60	17	3085	0.5403713583946228	82.8125	95.3125	0.00010000000000000003
60	18	3086	0.4433445930480957	85.9375	96.875	0.00010000000000000003
60	19	3087	0.6157541871070862	87.5	92.1875	0.00010000000000000003
60	20	3088	0.20067733526229858	95.3125	98.4375	0.00010000000000000003
60	21	3089	0.40442392230033875	89.0625	95.3125	0.00010000000000000003
60	22	3090	0.2814342677593231	89.0625	98.4375	0.00010000000000000003
60	23	3091	0.19886121153831482	95.3125	100.0	0.00010000000000000003
60	24	3092	0.6808057427406311	76.5625	90.625	0.00010000000000000003
60	25	3093	0.4204566478729248	89.0625	93.75	0.00010000000000000003
60	26	3094	0.39123234152793884	89.0625	96.875	0.00010000000000000003
60	27	3095	0.35671162605285645	87.5	96.875	0.00010000000000000003
60	28	3096	0.8112406134605408	76.5625	90.625	0.00010000000000000003
60	29	3097	0.6168639659881592	78.125	92.1875	0.00010000000000000003
60	30	3098	0.4181094765663147	85.9375	93.75	0.00010000000000000003
60	31	3099	0.46760502457618713	85.9375	96.875	0.00010000000000000003
60	32	3100	0.4151647984981537	85.9375	93.75	0.00010000000000000003
60	33	3101	0.3747226893901825	90.625	96.875	0.00010000000000000003
60	34	3102	0.5848336815834045	81.25	92.1875	0.00010000000000000003
60	35	3103	0.3056652545928955	90.625	96.875	0.00010000000000000003
60	36	3104	0.4143686890602112	90.625	96.875	0.00010000000000000003
60	37	3105	0.31830257177352905	90.625	95.3125	0.00010000000000000003
60	38	3106	0.662151038646698	81.25	87.5	0.00010000000000000003
60	39	3107	0.36556124687194824	85.9375	93.75	0.00010000000000000003
60	40	3108	0.6141646504402161	79.6875	90.625	0.00010000000000000003
60	41	3109	0.28797850012779236	90.625	96.875	0.00010000000000000003
60	42	3110	0.6003322601318359	79.6875	93.75	0.00010000000000000003
60	43	3111	0.44158726930618286	84.375	93.75	0.00010000000000000003
60	44	3112	0.3231390416622162	90.625	93.75	0.00010000000000000003
60	45	3113	0.3769371211528778	89.0625	96.875	0.00010000000000000003
60	46	3114	0.37640342116355896	90.625	96.875	0.00010000000000000003
60	47	3115	0.4320771396160126	87.5	96.875	0.00010000000000000003
60	48	3116	0.6229034662246704	82.8125	93.75	0.00010000000000000003
60	49	3117	0.6503801941871643	82.8125	92.1875	0.00010000000000000003
60	50	3118	0.4868602454662323	82.8125	90.625	0.00010000000000000003
60	51	3119	0.549089252948761	85.9375	93.75	0.00010000000000000003
60	52	3120	0.31218281388282776	92.1568603515625	94.11764526367188	0.00010000000000000003
61	1	3121	0.45596906542778015	85.9375	96.875	0.00010000000000000003
61	2	3122	0.4795222878456116	84.375	93.75	0.00010000000000000003
61	3	3123	0.48625898361206055	82.8125	93.75	0.00010000000000000003
61	4	3124	0.5599756836891174	82.8125	90.625	0.00010000000000000003
61	5	3125	0.4196329414844513	87.5	95.3125	0.00010000000000000003
61	6	3126	0.6202821731567383	81.25	93.75	0.00010000000000000003
61	7	3127	0.578706681728363	82.8125	92.1875	0.00010000000000000003
61	8	3128	0.6060696840286255	79.6875	98.4375	0.00010000000000000003
61	9	3129	0.36523696780204773	89.0625	93.75	0.00010000000000000003
61	10	3130	0.26587939262390137	89.0625	96.875	0.00010000000000000003
61	11	3131	0.4142746031284332	85.9375	93.75	0.00010000000000000003
61	12	3132	0.5432770252227783	92.1875	92.1875	0.00010000000000000003
61	13	3133	0.5093058943748474	85.9375	95.3125	0.00010000000000000003
61	14	3134	0.4164491891860962	89.0625	95.3125	0.00010000000000000003
61	15	3135	0.5765821933746338	84.375	96.875	0.00010000000000000003
61	16	3136	0.18205292522907257	95.3125	98.4375	0.00010000000000000003
61	17	3137	0.5165825486183167	84.375	93.75	0.00010000000000000003
61	18	3138	0.4155849516391754	85.9375	89.0625	0.00010000000000000003
61	19	3139	0.45308423042297363	87.5	96.875	0.00010000000000000003
61	20	3140	0.3971996605396271	87.5	96.875	0.00010000000000000003
61	21	3141	0.3145518898963928	90.625	93.75	0.00010000000000000003
61	22	3142	0.509164571762085	81.25	89.0625	0.00010000000000000003
61	23	3143	0.35588139295578003	92.1875	96.875	0.00010000000000000003
61	24	3144	0.4034532904624939	85.9375	98.4375	0.00010000000000000003
61	25	3145	0.7092945575714111	78.125	87.5	0.00010000000000000003
61	26	3146	0.4166378676891327	85.9375	96.875	0.00010000000000000003
61	27	3147	0.260734885931015	90.625	98.4375	0.00010000000000000003
61	28	3148	0.3371352255344391	90.625	95.3125	0.00010000000000000003
61	29	3149	0.3793719410896301	92.1875	98.4375	0.00010000000000000003
61	30	3150	0.5717870593070984	84.375	96.875	0.00010000000000000003
61	31	3151	0.2960663437843323	93.75	96.875	0.00010000000000000003
61	32	3152	0.3791860044002533	89.0625	93.75	0.00010000000000000003
61	33	3153	0.2939665615558624	89.0625	96.875	0.00010000000000000003
61	34	3154	0.3396768569946289	89.0625	95.3125	0.00010000000000000003
61	35	3155	0.48949775099754333	85.9375	92.1875	0.00010000000000000003
61	36	3156	0.266075074672699	92.1875	96.875	0.00010000000000000003
61	37	3157	0.3788242042064667	89.0625	93.75	0.00010000000000000003
61	38	3158	0.46456828713417053	87.5	90.625	0.00010000000000000003
61	39	3159	0.413668692111969	84.375	96.875	0.00010000000000000003
61	40	3160	0.4563652575016022	85.9375	92.1875	0.00010000000000000003
61	41	3161	0.4594518542289734	89.0625	93.75	0.00010000000000000003
61	42	3162	0.302543967962265	89.0625	95.3125	0.00010000000000000003
61	43	3163	0.3204784691333771	90.625	98.4375	0.00010000000000000003
61	44	3164	0.5947027206420898	82.8125	90.625	0.00010000000000000003
61	45	3165	0.40238574147224426	85.9375	96.875	0.00010000000000000003
61	46	3166	0.6577653884887695	79.6875	89.0625	0.00010000000000000003
61	47	3167	0.5570551156997681	84.375	92.1875	0.00010000000000000003
61	48	3168	0.43062472343444824	87.5	93.75	0.00010000000000000003
61	49	3169	0.46974682807922363	84.375	93.75	0.00010000000000000003
61	50	3170	0.4470990300178528	85.9375	90.625	0.00010000000000000003
61	51	3171	0.3424760699272156	87.5	95.3125	0.00010000000000000003
61	52	3172	0.5716359615325928	80.39215850830078	94.11764526367188	0.00010000000000000003
62	1	3173	0.3473947048187256	90.625	98.4375	0.00010000000000000003
62	2	3174	0.43830347061157227	84.375	95.3125	0.00010000000000000003
62	3	3175	0.3548656702041626	90.625	98.4375	0.00010000000000000003
62	4	3176	0.44141513109207153	87.5	95.3125	0.00010000000000000003
62	5	3177	0.31833162903785706	92.1875	95.3125	0.00010000000000000003
62	6	3178	0.36691951751708984	87.5	93.75	0.00010000000000000003
