epoch	loss	prec1	prec5	lr
1	1.1840187311172485	74.0439682006836	94.15296173095703	0.05
2	0.7484993934631348	84.05690002441406	96.67466735839844	0.05
3	0.7035013437271118	83.93681335449219	96.40679931640625	0.05
4	0.6747303605079651	84.14002990722656	96.65619659423828	0.05
5	0.6847890615463257	84.61112213134766	96.44374084472656	0.05
6	0.7117505073547363	83.34564971923828	95.66783142089844	0.05
7	0.7145071625709534	82.58821105957031	95.72325897216797	0.05
8	0.6737537384033203	83.90910339355469	96.00960540771484	0.05
9	0.6712994575500488	84.07537078857422	95.97265625	0.05
10	0.651823103427887	84.91593933105469	96.21282196044922	0.05
11	0.6789438128471375	83.62275695800781	95.87104797363281	0.05
12	0.6285367012023926	85.04525756835938	96.18510437011719	0.05
13	0.703718900680542	84.06613159179688	95.89875793457031	0.05
14	0.7031177878379822	83.41954040527344	95.69554138183594	0.05
15	0.657025933265686	84.24163818359375	96.22205352783203	0.05
16	0.6538020968437195	84.39866638183594	96.0003662109375	0.05
17	0.7004239559173584	84.54646301269531	96.14816284179688	0.05
18	0.6833482384681702	83.57657623291016	95.77867889404297	0.05
19	0.6723514199256897	83.85368347167969	95.87104797363281	0.05
20	0.6814143657684326	84.66654205322266	95.89875793457031	0.05
21	0.6484090685844421	84.47256469726562	96.07426452636719	0.05
22	0.6709726452827454	84.3617172241211	96.07426452636719	0.05
23	0.6784346699714661	84.10308074951172	95.90799713134766	0.05
24	0.670852541923523	84.06613159179688	95.4923324584961	0.05
25	0.6557520627975464	84.60188293457031	96.25900268554688	0.05
26	0.6457949280738831	85.43321228027344	95.87104797363281	0.05
27	0.6331055760383606	84.90670013427734	96.23129272460938	0.05
28	0.6581146121025085	84.62035369873047	95.95418548583984	0.05
29	0.6343764066696167	84.93441772460938	96.24053192138672	0.05
30	0.6091405153274536	85.38703155517578	96.22205352783203	0.005000000000000001
31	0.5334224104881287	86.44928741455078	96.12968444824219	0.005000000000000001
32	0.5471142530441284	87.01274108886719	96.5268783569336	0.005000000000000001
33	0.5013945698738098	87.28985595703125	96.87788391113281	0.005000000000000001
34	0.5354241728782654	87.24366760253906	96.53611755371094	0.005000000000000001
35	0.5050627589225769	87.50230407714844	96.62848663330078	0.005000000000000001
36	0.47898223996162415	87.93644714355469	96.96101379394531	0.005000000000000001
37	0.5091904401779175	87.3083267211914	96.60077667236328	0.005000000000000001
38	0.46208155155181885	88.06576538085938	96.75780487060547	0.005000000000000001
39	0.46915772557258606	88.03805541992188	96.71161651611328	0.005000000000000001
40	0.468734472990036	88.3059310913086	97.0072021484375	0.005000000000000001
41	0.4777372181415558	88.00110626220703	96.99796295166016	0.005000000000000001
42	0.46592074632644653	88.25050354003906	96.94254302978516	0.005000000000000001
43	0.4596914052963257	88.61998748779297	97.08110046386719	0.005000000000000001
44	0.464504212141037	88.35211181640625	96.924072265625	0.005000000000000001
45	0.4654359817504883	88.05652618408203	97.0072021484375	0.0005000000000000001
46	0.4737984240055084	88.48143005371094	97.09033203125	0.0005000000000000001
47	0.48832380771636963	88.39830017089844	96.71161651611328	0.0005000000000000001
48	0.4783729016780853	88.1766128540039	96.90559387207031	0.0005000000000000001
49	0.4723692536354065	88.4444808959961	96.98873138427734	0.0005000000000000001
50	0.4760470986366272	88.37982177734375	97.14575958251953	0.0005000000000000001
51	0.46587127447128296	88.61998748779297	96.87788391113281	0.0005000000000000001
52	0.4639642834663391	88.1766128540039	96.98873138427734	0.0005000000000000001
53	0.4594651460647583	88.61998748779297	96.924072265625	0.0005000000000000001
54	0.46359601616859436	88.25050354003906	97.21041870117188	0.0005000000000000001
55	0.4785587191581726	88.05652618408203	96.65619659423828	5.0000000000000016e-05
56	0.4791528284549713	88.00110626220703	96.80398559570312	5.0000000000000016e-05
57	0.4470708668231964	88.96175384521484	97.15499114990234	5.0000000000000016e-05
58	0.468872994184494	88.39830017089844	96.9794921875	5.0000000000000016e-05
59	0.47384709119796753	88.2874526977539	97.07186126708984	5.0000000000000016e-05
60	0.45504632592201233	88.63845825195312	97.08110046386719	5.0000000000000016e-05
