epoch	batch	iter	loss	prec1	prec5	lr
1	1	1	2.602531671524048	3.125	18.75	0.1
1	2	2	2.6079635620117188	0.0	9.375	0.1
1	3	3	2.3514020442962646	7.8125	25.0	0.1
1	4	4	2.1821272373199463	12.5	37.5	0.1
1	5	5	2.199895143508911	7.8125	34.375	0.1
1	6	6	2.0226387977600098	7.8125	37.5	0.1
1	7	7	1.9980226755142212	12.5	48.4375	0.1
1	8	8	2.0775983333587646	4.6875	34.375	0.1
1	9	9	2.0455262660980225	7.8125	53.125	0.1
1	10	10	2.134503126144409	7.8125	37.5	0.1
1	11	11	1.6768943071365356	21.875	64.0625	0.1
1	12	12	1.6042914390563965	15.625	50.0	0.1
1	13	13	1.4583595991134644	12.5	50.0	0.1
1	14	14	1.0192846059799194	20.3125	57.8125	0.1
1	15	15	1.3596839904785156	17.1875	42.1875	0.1
1	16	16	1.0719619989395142	21.875	56.25	0.1
1	17	17	1.8404293060302734	10.9375	50.0	0.1
1	18	18	1.6495732069015503	20.3125	45.3125	0.1
1	19	19	1.2754133939743042	18.75	43.75	0.1
1	20	20	0.9514749050140381	34.375	62.5	0.1
1	21	21	0.9913063645362854	29.6875	68.75	0.1
1	22	22	1.3012487888336182	26.5625	50.0	0.1
1	23	23	1.1920068264007568	25.0	51.5625	0.1
1	24	24	1.4175934791564941	31.25	59.375	0.1
1	25	25	2.156334161758423	28.125	68.75	0.1
1	26	26	0.83741295337677	32.8125	62.5	0.1
1	27	27	0.9947307705879211	35.9375	70.3125	0.1
1	28	28	0.8415470123291016	34.375	62.5	0.1
1	29	29	1.250091791152954	29.6875	53.125	0.1
1	30	30	1.6395456790924072	45.3125	68.75	0.1
1	31	31	1.488352656364441	43.75	71.875	0.1
1	32	32	1.2792388200759888	42.1875	76.5625	0.1
1	33	33	0.8578457236289978	39.0625	65.625	0.1
1	34	34	1.2085374593734741	34.375	57.8125	0.1
1	35	35	1.1334812641143799	32.8125	65.625	0.1
1	36	36	0.9412235617637634	56.25	84.375	0.1
